ProductID,ChannelID,LocationID,Method,Period,StartDate,EndDate,Type,Qty,Level
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/04/2025,23/05/2025,1,420.17413,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/05/2025,23/06/2025,1,377.0411,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/06/2025,23/07/2025,1,367.2342,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/07/2025,23/08/2025,1,554.11273,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/08/2025,23/09/2025,1,450.9912,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/09/2025,23/10/2025,1,431.63947,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/10/2025,23/11/2025,1,406.61575,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/11/2025,23/12/2025,1,456.90915,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/12/2025,23/01/2026,1,698.804,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/01/2026,23/02/2026,1,816.6183,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/02/2026,23/03/2026,1,540.3743,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/03/2026,23/04/2026,1,432.5731,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/04/2026,23/05/2026,1,361.00192,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/05/2026,23/06/2026,1,262.00046,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/06/2026,23/07/2026,1,554.99884,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Monthly,24/07/2026,23/08/2026,1,314.28568,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/02/2025,23/03/2025,1,423.96167,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/03/2025,23/04/2025,1,440.27466,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/04/2025,23/05/2025,1,440.36508,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/05/2025,23/06/2025,1,946.84906,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/06/2025,23/07/2025,1,837.12177,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/07/2025,23/08/2025,1,564.4844,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/08/2025,23/09/2025,1,449.25015,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/09/2025,23/10/2025,1,499.97617,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/10/2025,23/11/2025,1,1001.63184,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/11/2025,23/12/2025,1,805.99976,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/12/2025,23/01/2026,1,568.0062,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/01/2026,23/02/2026,1,446.57437,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/02/2026,23/03/2026,1,487.08286,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/03/2026,23/04/2026,1,1003.2667,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/04/2026,23/05/2026,1,805.9975,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/05/2026,23/06/2026,1,568.0125,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/06/2026,23/07/2026,1,446.57437,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Monthly,24/07/2026,23/08/2026,1,487.08286,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,591.01776,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,451.3668,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,443.5576,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,658.0625,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,714.83026,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,562.44995,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,424.0005,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,428.00043,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,434.00058,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,478.00015,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,693.0002,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,853.99786,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,541.99994,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,414.85574,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,457.17612,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/05/2026,23/06/2026,1,595.3719,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/06/2026,23/07/2026,1,722.33685,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Monthly,24/07/2026,23/08/2026,1,513.8176,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,378.5573,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,329.13214,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,440.05994,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,429.68304,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,423.36502,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,624.527,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,573.6583,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,394.7811,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,269.90256,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,332.55627,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,339.1986,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,407.24457,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,485.1504,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,605.5275,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,349.4656,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/05/2026,23/06/2026,1,380.4358,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/06/2026,23/07/2026,1,376.7691,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Monthly,24/07/2026,23/08/2026,1,512.00354,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,667.34814,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,522.2071,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,448.9422,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,446.3462,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,559.6238,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,1004.9573,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,560.1631,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,449.1428,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,427.93106,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,462.0627,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,704.3134,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,882.867,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,541.4715,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,433,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,464.1505,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/05/2026,23/06/2026,1,667.00006,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/06/2026,23/07/2026,1,1046.3085,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Monthly,24/07/2026,23/08/2026,1,540.9254,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,527.1886,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,423.42105,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,598.4015,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,544.44214,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,526.7093,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,530.3411,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,572.616,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,446.25842,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,408.54492,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,641.10114,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,695.7599,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,529.1945,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,418.99954,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,426.99994,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,415.91846,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/05/2026,23/06/2026,1,467.44626,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/06/2026,23/07/2026,1,708.90295,111
AztecWrap,OwnWebsite,StoreEdeCenter,XGBoost,Monthly,24/07/2026,23/08/2026,1,803.3942,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,493.9022,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,456.75687,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,418.1181,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,565.1144,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,596.3395,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,483.9422,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,388.758,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,297.79938,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,612.2167,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,352.216,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,413.84702,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,514.9975,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,409.97076,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,439.01944,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,424.00095,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/05/2026,23/06/2026,1,366.28824,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/06/2026,23/07/2026,1,688.46906,111
AztecWrap,Pickup,StoreEdeCenter,XGBoost,Monthly,24/07/2026,23/08/2026,1,512.86835,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,407.91733,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,454.4556,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,769.8973,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,1015.0963,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,541.55963,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,408.6817,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,454.47064,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,769.8973,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,1015.0963,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,541.55963,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,408.6817,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,454.47064,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,769.8973,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,1015.0963,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,541.55963,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/05/2026,23/06/2026,1,408.6817,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/06/2026,23/07/2026,1,454.47064,111
AztecWrap,Thuisbezorgd,StoreEdeCenter,XGBoost,Monthly,24/07/2026,23/08/2026,1,769.8973,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/02/2025,23/03/2025,1,419.2428,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/03/2025,23/04/2025,1,453.70657,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/04/2025,23/05/2025,1,742.99817,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/05/2025,23/06/2025,1,783.3485,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/06/2025,23/07/2025,1,557.5839,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/07/2025,23/08/2025,1,413.76395,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/08/2025,23/09/2025,1,438.96045,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/09/2025,23/10/2025,1,640.6542,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/10/2025,23/11/2025,1,678.0655,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/11/2025,23/12/2025,1,524.9998,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/12/2025,23/01/2026,1,424.78665,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/01/2026,23/02/2026,1,449.14264,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/02/2026,23/03/2026,1,600.9834,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/03/2026,23/04/2026,1,743.17896,111
AztecWrap,OwnWebsite,StoreElstCenter,XGBoost,Monthly,24/04/2026,23/05/2026,1,515.08997,111
