ProductID,ChannelID,LocationID,Method,Period,StartDate,EndDate,Type,Qty,Level 
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Daily,27/02/2025,27/02/2025,1,15.510068,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Daily,28/02/2025,28/02/2025,1,16.90485,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Daily,1/3/25,1/3/25,1,17.214958,111
AztecWrap,Pickup,StoreAmsterdamZuid,XGBoost,Daily,2/3/25,2/3/25,1,15.857841,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,24/02/2025,24/02/2025,1,18.442667,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,25/02/2025,25/02/2025,1,16.978897,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,26/02/2025,26/02/2025,1,16.249744,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,27/02/2025,27/02/2025,1,17.926754,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,28/02/2025,28/02/2025,1,20.097887,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,1/3/25,1/3/25,1,21.968592,111
AztecWrap,Thuisbezorgd,StoreAmsterdamZuid,XGBoost,Daily,2/3/25,2/3/25,1,16.969439,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,24/02/2025,24/02/2025,1,15.331416,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,25/02/2025,25/02/2025,1,17.084448,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,26/02/2025,26/02/2025,1,17.808647,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,27/02/2025,27/02/2025,1,17.974546,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,28/02/2025,28/02/2025,1,17.499098,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,1/3/25,1/3/25,1,17.499098,111
AztecWrap,OwnWebsite,StoreArnhemCenter,XGBoost,Daily,2/3/25,2/3/25,1,17.499098,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,24/02/2025,24/02/2025,1,16.616282,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,25/02/2025,25/02/2025,1,17.34902,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,26/02/2025,26/02/2025,1,17.582193,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,27/02/2025,27/02/2025,1,17.489155,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,28/02/2025,28/02/2025,1,16.28638,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,1/3/25,1/3/25,1,16.513565,111
AztecWrap,Pickup,StoreArnhemCenter,XGBoost,Daily,2/3/25,2/3/25,1,15.279418,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Daily,24/02/2025,24/02/2025,1,17.215263,111
AztecWrap,Thuisbezorgd,StoreArnhemCenter,XGBoost,Daily,25/02/2025,25/02/2025,1,15.755192,111
